,author,book_title,nationality,strength,subject,year,year_range,cluster_5,farm,war,machine,family,philosophy,world war one,us civil war,art,sailor,feudalism,christianity,literature,science,factory,statistics,Race (human categorization),probability,industry,novel,city,fiction,nation,nature,revolution,liberalism,evolution,sex,taste,Feelings,manual labor,democracy,poetry,Charity (practice),capitalism,country,ebooks-unzipped/1228.txt,ebooks-unzipped/chance_and_luck.tex,ebooks-unzipped/euclid.tex,ebooks-unzipped/short_hist_math.tex
714,John Kendrick Bangs,The Autobiography of Methuselah,American,0.25437862127,literature,1909,1910,3,0.150767162861,0.0823791864736,0.0482767365809,0.123387164622,0.0628436348398,0.103384191454,0.0578465729416,0.193592927488,0.0670846066134,0.109767220674,0.0912756996495,0.25437862127,0.132883962739,0.139004199654,0.0568956353253,0.0909642731441,0.015177126476,0.0626893810496,0.125054104609,0.0871658688913,0.045628774397,0.0581054790143,0.104151495447,0.0673997848008,0.0505789608481,0.0897926429194,0.100235523122,0.0956861768107,0.0704109139568,0.0772938385794,0.113041110071,0.152747696076,0.0626037507548,0.189144998846,0.0527231489466,0.103517723209,0.179616319583,0.0333596965308,0.226167717972
715,John Kendrick Bangs,Andiron Tales,American,0.242721711541,poetry,1906,1910,4,0.00910485993499,0.0256401845674,0.0119830986423,0.0183194285269,0.00278883099795,0.0190075305126,0.0102346134249,0.0837783564278,0.0279089215148,0.0117651994561,0.0362687801109,0.0873828855049,0.00933554886133,0.0388763858001,0.0067444288811,0.0126430341605,0.00348136534752,0.0127702907655,0.0502584303083,0.0128232613168,0.0267584665375,0.0207066052698,0.0205862725591,0.00253029260593,0.00455715703012,0.00433095240468,0.0152756130702,0.0101139124704,0.0398241319371,0.00636512465929,0.0115959205243,0.242721711541,0.00642914892794,0.0224634338683,0.00923894712467,0.00868651349737,0.0503446392946,0.00159722358811,0.0795159460058
716,John Kendrick Bangs,The Enchanted Typewriter,American,0.16653332556,democracy,1899,1900,0,0.0618381717389,0.10184007235,0.0273034770959,0.138933480676,0.0172321371985,0.100737629385,0.0690700967359,0.103772908454,0.0706056641985,0.0698457862537,0.051103952535,0.0489237954517,0.0412379709923,0.0558506089842,0.0714725880298,0.0468549569458,0.00934220062996,0.0349575006367,0.0896568957452,0.0529677523558,0.0144656203866,0.0350285998173,0.0479863718576,0.0522657796772,0.0682082358316,0.0231654250933,0.00795022181464,0.0579634143975,0.0862009516049,0.0401696189596,0.16653332556,0.0417397743308,0.0360700074647,0.117876293304,0.0327686421871,0.0203534854778,0.0748167709433,0.0156686015704,0.110994997551
717,John Kendrick Bangs,Mr. Bonaparte of Corsica,American,0.325245575012,world war one,1895,1900,4,0.120361435989,0.275152731544,0.0603299692343,0.15626870411,0.0195117604253,0.325245575012,0.139401310619,0.123954529953,0.102366210204,0.269788769429,0.0823156775456,0.044279099448,0.0672971849634,0.0823852371549,0.0814565573989,0.0685123130924,0.0130577418991,0.113655391623,0.068882367119,0.10367523192,0.0363425897953,0.0919924942685,0.0396388084094,0.0562386426677,0.0882339979412,0.0470197697366,0.0308086206156,0.067340615354,0.0350006494104,0.0802817548978,0.208013136952,0.0364374636669,0.0412441877951,0.155160536522,0.0772195393204,0.0542599737692,0.153078547901,0.0041768050403,0.152545608612
718,John Kendrick Bangs,A Rebellious Heroine,American,0.169338266729,literature,1896,1900,0,0.0306248271584,0.0724053304389,0.0249088684055,0.0688509429017,0.0160819687814,0.0328750757327,0.041367592398,0.104162067416,0.106066504879,0.0243034624616,0.0302307257535,0.169338266729,0.0148366981209,0.0334752263912,0.0805249341711,0.0329453627981,0.0349544396725,0.0172036891516,0.148105638796,0.0246470554572,0.0408223606637,0.007237959012,0.0590297894435,0.0140406906665,0.0287683609508,0.0205682283155,0.0206334446933,0.0447815118595,0.123093217756,0.0173747633139,0.0440863937673,0.0272251690941,0.0328446898148,0.0554999970633,0.00604737030424,0.0197869117332,0.0665821826373,0.00321105299376,0.127961886706
719,John Kendrick Bangs,The Idiot at Home,American,0.111657247178,ebooks-unzipped/chance_and_luck.tex,1900,1900,4,0.0418132436339,0.0524175147262,0.0365309101191,0.074549567427,0.0187502526321,0.0481926178124,0.0255550933401,0.091793104562,0.0368048441416,0.0361054748747,0.0290093106899,0.0735555927823,0.0463535030989,0.0554323961305,0.0318556419855,0.0402658941261,0.010243597716,0.0441371429951,0.0745054300605,0.0298089992858,0.0316655144424,0.0172824135019,0.0341764491345,0.0116019765385,0.0165492158046,0.0437587446697,0.0483171475844,0.0636161461931,0.0296599771793,0.0371701704174,0.0356035553862,0.107806267631,0.0156058205288,0.0633972072945,0.0132544226077,0.0511608544865,0.111657247178,0.00520730663163,0.0800840294051
720,John Kendrick Bangs,Bikey the Skicycle and Other Tales of Jimmieboy,American,0.149611164979,poetry,1902,1910,4,0.0180612645006,0.0236126033211,0.0463635278106,0.0082365968933,0.00345694047831,0.0575866867992,0.019739367975,0.0556075640031,0.0346151883153,0.0187814403043,0.00936533133295,0.029559342165,0.00861147033323,0.0243059581147,0.00878541792488,0.0329143066083,0.00108726367651,0.0108277712793,0.0144434624387,0.014276645958,0.00860638157963,0.0176888336249,0.0190437915043,0.00319014215987,0.0227203138675,0.00411944912366,0.00527136916601,0.019170088881,0.0252368435897,0.00583397776679,0.0520416528446,0.149611164979,0.00727619633287,0.0301044282895,0.00482904681669,0.00594804584911,0.041013747752,0.00413809832418,0.0221251829929
721,John Kendrick Bangs,Ghosts I have Met and Some Others,American,0.155276354819,Feelings,1898,1900,4,0.0621814967073,0.0441685797367,0.026958521774,0.0565013786106,0.0148182237328,0.0605689676828,0.0317439752588,0.104201428747,0.0519615993167,0.0479512301054,0.036028883046,0.145742325922,0.0157095290313,0.0492912056244,0.0428710481206,0.042767265165,0.0110823380423,0.0171457072721,0.102553910812,0.0456873954072,0.0777991406887,0.0336054499388,0.0396359174375,0.0482442701298,0.0434814294919,0.0400138853414,0.0204578010498,0.0807796240808,0.155276354819,0.0288828773712,0.0611873747153,0.0418674297249,0.0289653274358,0.0777750093158,0.0415790417762,0.0396537834477,0.12611754952,0.0251138254003,0.154281887599
722,John Kendrick Bangs,The Water Ghost and Others,American,0.262209170703,literature,1894,1900,3,0.0687212029973,0.0402258884302,0.0443020563658,0.0855038643099,0.0415076832883,0.0669365399803,0.0413824321158,0.162500059413,0.0431429478026,0.0614152975822,0.0529929964749,0.262209170703,0.0637074929088,0.0425631207382,0.0362029563157,0.057185474371,0.0104368496125,0.0324601329315,0.139139665199,0.0451466753135,0.0603699372834,0.0151932780919,0.0370717747209,0.039475037044,0.0821353244914,0.0236075039009,0.00684337460248,0.0671250559268,0.0938918129146,0.0407079179495,0.0582629501953,0.0985183145511,0.0281772497134,0.0803364274957,0.0114289153104,0.0360583784613,0.117872836062,0.0193623292327,0.127516698295
723,John Masefield,The Old Front Line,British,0.125287797329,world war one,1917,1920,1,0.0416237098028,0.0422255551992,0.0201303788331,0.0256911882603,0.00582981856738,0.125287797329,0.0494334267939,0.051912089907,0.015642696939,0.0429634148806,0.0212847201407,0.00480146228537,0.00602392524702,0.0222942692447,0.00823251199874,0.00712545987947,0.00192113995275,0.0209418558557,0.0107569747188,0.0355292118259,0.000431915760049,0.0230869764135,0.0239321497538,0.00371647992395,0.00430598373838,0.00812903088498,0.00291864052865,0.0164632180323,0.00290657606812,0.0273932676228,0.0094814666963,0.00764176912369,0.00284489245175,0.0382689953566,0.0105578699178,0.0153612188605,0.0262961289494,0.0231785707531,0.0220214819517
724,John Masefield,Reynard the Fox,British,0.0230948881395,farm,1919,1920,1,0.0230948881395,0.00403677817125,0.00551521706702,0.00633583225659,0.000865427867134,0.0119073169298,0.00827611591308,0.0120494076915,0.00620083296456,0.00410358775233,0.0107287003624,0.00199297840934,0.00280010107999,0.00994021651424,0.00171321503306,0.00612748299193,0.000473906993197,0.0074456429189,0.00402416390069,0.00815402292917,0.00194584524088,0.00860773411087,0.00487014967732,0.00151580913325,0.00284997224359,0.00205848959992,0.00108357222887,0.00116729406908,0.0010977355817,0.00385710091676,0.00359106361444,0.0016248334744,0.00200696258475,0.00403562811043,0.00219302541556,0.00337768507042,0.0222568690069,0.000106929509574,0.0062936432054
725,John Masefield,The Story of a Round-House and Other Poems,British,0.197846450452,sailor,1912,1920,1,0.0173314419116,0.0660994950277,0.0198761112485,0.0828729141719,0.00912509891883,0.0703357109558,0.0420098909574,0.100952203278,0.197846450452,0.0211497570216,0.0485596121313,0.042783489544,0.0111259302271,0.0532763978644,0.015181269246,0.0109853159625,0.00384577477597,0.0103353950593,0.0475622510373,0.0393382180315,0.00691597760108,0.0101818941869,0.13511367086,0.00681360436404,0.0190329297216,0.0383896989294,0.042626062098,0.0153678829675,0.0451722315792,0.0221050003083,0.035439425467,0.0831274094702,0.0173305442203,0.03760431209,0.00833664090039,0.011565631213,0.0341870052585,0.00021482880153,0.0266504422174
726,John Masefield,Salt-Water Ballads,British,0.254235251596,sailor,1912,1920,1,0.017195426896,0.0191378225927,0.00993409432472,0.0257638080863,0.00325502171116,0.0599319407118,0.0308031339928,0.0577134984617,0.254235251596,0.0286118853351,0.0158535028768,0.0692069435475,0.00631601024794,0.0387811160943,0.0118620537169,0.00978435233939,0.00255119073859,0.0184444960456,0.0317178274223,0.020469106827,0.0105222035499,0.00695086347832,0.012699920456,0.00570694185062,0.00572859957221,0.00700156543448,0.00610411233488,0.00700050459882,0.0547571786856,0.0303221600203,0.0188089807485,0.15610889644,0.00756153636957,0.0360757155307,0.00338140962273,0.00764148526617,0.0313394689121,0.00157212774053,0.0393646071195
727,John McElroy,The Struggle for Missouri,American,0.461443154621,world war one,1909,1910,1,0.0749922114651,0.236335063789,0.0365565171259,0.0733822500666,0.0165430405684,0.461443154621,0.21145198815,0.0734278608135,0.0453484760286,0.203945890705,0.0638452543468,0.0286879050865,0.0279061259587,0.066309904851,0.0499723285516,0.0469416372053,0.0143001094362,0.069171967779,0.0200197266658,0.0890021267168,0.00881703902512,0.0218997050757,0.0192152990469,0.0942841178805,0.043929799756,0.0248188981746,0.0257100836365,0.0286846149855,0.0127416632644,0.0484172918091,0.162501914432,0.0134993088197,0.0116210678664,0.100057664331,0.0729980896829,0.0183052645348,0.0907194428251,0.00589935583846,0.0958530623762
728,John P. Marquand,The Unspeakable Gentleman,American,0.0874051064609,sailor,1922,1930,1,0.0161906103312,0.0285698065714,0.0190378880409,0.0359760623612,0.00727572772454,0.0635850090849,0.0360719474829,0.0452746425728,0.0874051064609,0.0224283529808,0.0232743676628,0.00740671108264,0.0115502878374,0.0284981322608,0.026130728574,0.0453902434007,0.00522796535401,0.0138169575637,0.0139961955948,0.0360689738614,0.00673359741378,0.0149053898436,0.0197455975027,0.0364772319611,0.0229905205058,0.020785369194,0.0155845716577,0.0305761458981,0.0127996939706,0.0106956095791,0.0511092380886,0.00882445431763,0.00783354035576,0.0365319252069,0.0223676555049,0.0248574054219,0.0421705844873,0.0153726451061,0.0264345571973
729,John R. Carling,The Shadow of the Czar,American,0.0720914327643,world war one,1902,1910,2,0.0200016257694,0.0507472430797,0.0188776690046,0.042337672352,0.00667584342162,0.0720914327643,0.0503555367274,0.037390624911,0.0160958804868,0.0597058542768,0.0279735613197,0.0105180584835,0.0114869731597,0.0241919753037,0.0307772108935,0.0291382729776,0.00977838974369,0.0323086740878,0.0202320552488,0.0242916298998,0.0112616723698,0.0182791844667,0.00775521311998,0.0453077515862,0.0214169316763,0.00918509059378,0.0102700970378,0.0157337228432,0.0132532973576,0.0110008969136,0.055433376252,0.00700023300852,0.00598110285369,0.0378341940408,0.0447027610984,0.00932946021891,0.0309061757115,0.00553948176158,0.0375991767306
730,John T. McIntyre,The Young Continentals at Bunker Hill,American,0.349129256952,world war one,1910,1910,1,0.0702475493373,0.193936439395,0.0435436794174,0.148032161691,0.0419233471002,0.349129256952,0.158735880099,0.113105262649,0.248889255813,0.149131534038,0.0901049560514,0.037460368744,0.0379362321081,0.0768011549273,0.0607606595671,0.0642756911832,0.0170079083215,0.0953741325376,0.0640365150316,0.104822778134,0.0182575109301,0.0393482847356,0.0984942309634,0.0363328709931,0.0712697357119,0.0409211680855,0.0139034756342,0.0269603408909,0.0700669194983,0.0545316843869,0.112672835857,0.0208652502035,0.0336599377281,0.123924668176,0.0307721637713,0.017071543976,0.0495486349601,0.00258254429344,0.0430162757624
731,Johnston McCulley,"Black Star's Campaign, A Detective Story",American,0.0360675863184,world war one,1919,1920,4,0.0126745458149,0.00834899242098,0.0285187080207,0.0136549936966,0.00149000122092,0.0360675863184,0.00946259358966,0.0142101819921,0.0116710437329,0.0114381598738,0.0055582010263,0.00194228953496,0.00188922364855,0.0312086893689,0.00580181008644,0.0148607780497,0.000390082875071,0.00627868856696,0.00302939035922,0.011222269499,0.000751622804489,0.0034188342374,0.00422632735815,0.0106436446639,0.00878067668861,0.00252120771955,0.00125536745952,0.0201066104982,0.00553082630868,0.0142157471365,0.0183949221232,0.00162629774733,0.0048338005609,0.0202322661485,0.00824153818467,0.0039037837517,0.0185460985705,0.00463171206678,0.0172272380329
732,Jonathan Swift,The Journal to Stella,British,0.082035559877,ebooks-unzipped/short_hist_math.tex,1766,1800,3,0.0191435544753,0.0365697078733,0.00946986874032,0.0388762467172,0.00700002227875,0.0319645204966,0.0347733260987,0.03364330901,0.0579872926981,0.062777951959,0.0152135386024,0.0197229658148,0.0106312905569,0.0215802535889,0.0302545510927,0.0166338234253,0.0126154100791,0.00897168636202,0.0388133014409,0.0147224232134,0.00665478203834,0.0138244769021,0.00878457317386,0.017525674584,0.0190714255711,0.00966002649813,0.00799919255161,0.0157641130721,0.0183498404804,0.0111576626247,0.0390970108172,0.0161683722502,0.0142209931025,0.0321121391525,0.0149768215588,0.00671485325542,0.0649655645139,0.00133588103036,0.082035559877
733,Jonathan Swift,"Gulliver's Travels, into several remote nations of the world",British,0.148420879589,ebooks-unzipped/1228.txt,1726,1800,2,0.0684404166504,0.0972893494213,0.0666492076688,0.0747228596916,0.03422948153,0.124680024783,0.0574278131392,0.119148781309,0.0813811460721,0.077400909417,0.0687405740311,0.0413130454918,0.0383361607666,0.076280307095,0.0347173253847,0.0622936288105,0.0150993627904,0.05872063897,0.0370537575785,0.0515606293311,0.0174050858118,0.095075357649,0.0753178886776,0.0370487563519,0.0536401735271,0.120345229021,0.0695400866398,0.0594848173274,0.0501433488389,0.0685411364908,0.111102549614,0.0263078019052,0.0166433357813,0.0970542881621,0.0767400431845,0.148420879589,0.13085029999,0.0113563411225,0.106221691432
734,Joseph Alexander Altsheler,"Before the Dawn, A Story of the Fall of Richmond",American,0.222058063752,war,1903,1910,4,0.0660191956473,0.222058063752,0.0408924396567,0.059405216114,0.0120782658261,0.195168447802,0.0987586625376,0.076426767201,0.0308622730838,0.153781257924,0.0476656052121,0.0245814469316,0.0290149806535,0.0958247752991,0.056570703628,0.0591130805584,0.0166017000166,0.071229115498,0.022906263226,0.0755902362024,0.00901144325961,0.0488092148822,0.0340284816321,0.0430631267758,0.0358451168079,0.0391319192935,0.0176234628424,0.0509822925325,0.0299735978568,0.0581219487063,0.0706892513204,0.0267128699155,0.0213957946295,0.0736257082824,0.0388626498975,0.032462585908,0.178454776949,0.0103469343467,0.0801656102429
735,Joseph Ashby-Sterry,The Lazy Minstrel,British,0.060441842148,ebooks-unzipped/chance_and_luck.tex,1886,1890,1,0.0254801639882,0.0125357710021,0.0198508189073,0.0197273246952,0.00376293814759,0.0290643168984,0.0116135486843,0.0540981525366,0.0360215514535,0.0260706914746,0.0544024343979,0.0464087992183,0.00558481123575,0.0315629912004,0.0134113639151,0.0187494072684,0.00262034594793,0.0291362090803,0.0273437329802,0.0194147334008,0.0111863355634,0.00463972007761,0.0119778786963,0.0134953844911,0.00458364678888,0.00810958781339,0.00240824267552,0.010097877375,0.00702828358228,0.0376303037724,0.00957134904351,0.0453762819367,0.00314358958282,0.0318104881142,0.00243559959719,0.0115829984499,0.060441842148,0.000925078995867,0.0436809440055
736,Joseph Conrad,"The Mirror of the Sea, Memories and Impressions",British,0.320889488063,sailor,1906,1910,1,0.0472921695705,0.0667820375146,0.0531910861781,0.0618158737445,0.0144709544385,0.156175404219,0.0757111668605,0.0935180451348,0.320889488063,0.0508167901874,0.0437054571936,0.0143583668386,0.0303204151116,0.141346885661,0.0280776197288,0.0383647828531,0.00416908050855,0.0566119602531,0.0327494374056,0.0360228867662,0.00725508476128,0.0495411285245,0.065899013372,0.0163739308509,0.0205970588282,0.0260972063489,0.0151989644142,0.0320207582575,0.0381586297851,0.0703582309109,0.0483711226127,0.0160633133869,0.017166623281,0.0886572053614,0.0388306789879,0.0262708589123,0.0777998133216,0.00764072515127,0.0541885677863
737,Joseph Conrad,"The Arrow of Gold, a story between two notes",British,0.0865115713083,sailor,1919,1920,0,0.0105274724931,0.0694071528862,0.0119560774245,0.0688373863748,0.00917577270914,0.0316831856511,0.034420632835,0.0581359971064,0.0865115713083,0.0330010049202,0.0282564068494,0.0164162485776,0.0145244866018,0.0226585932982,0.048372863742,0.0313907054839,0.00447157678082,0.0153466400222,0.0625219462432,0.0254396342766,0.00792526182322,0.012510756457,0.0469967432028,0.0266205214036,0.0161661529794,0.0242106956587,0.0131576214137,0.0206964549798,0.0506284372316,0.0218201580938,0.0536061560956,0.0156364402608,0.0106773048114,0.0461961190537,0.0201950045221,0.0107310108148,0.0307786211389,0.00298769759503,0.022831280656
738,Joseph Conrad,Notes on Life and Letters,British,0.344653090254,art,1921,1930,3,0.140753949648,0.242340234413,0.0811220949101,0.142295391691,0.110838470233,0.238646688591,0.158751397556,0.344653090254,0.213911361308,0.186825826802,0.156500114186,0.140044732083,0.207499321781,0.168009061392,0.0905599930856,0.121480018161,0.0300429570185,0.147123563146,0.16217292936,0.139504388568,0.101590570184,0.293706955307,0.0977273992995,0.288646683663,0.14819157381,0.0583651030381,0.0533123566629,0.140694362529,0.095796539566,0.0969663715414,0.280821441423,0.0987235717827,0.042771083895,0.217457265201,0.293499072775,0.0467272434999,0.176176913219,0.0133351721177,0.215929773661
739,Joseph Conrad,Tales of Unrest,British,0.0843000981898,art,1898,1900,1,0.0418557167165,0.0704783394105,0.0121650552064,0.0493721653943,0.00940546289124,0.0807250971929,0.0363971567276,0.0843000981898,0.0347988012075,0.0489013871364,0.0779587587785,0.0251370067235,0.0126324655627,0.044495041944,0.0181993167052,0.0635394139227,0.00306998325275,0.0309778478989,0.0297640071187,0.0594781709353,0.0266321266982,0.0166357857777,0.0509421990794,0.0144057846175,0.0254655468605,0.0161253470388,0.017854333356,0.0481455255139,0.0363306888954,0.0302401691255,0.0437345279064,0.00917773653945,0.00753145155406,0.0380746409402,0.0155463804968,0.0338392981838,0.0723431899177,0.00612656098635,0.0452351974033
740,Joseph Conrad,The Inheritors,British,0.196777729775,revolution,1901,1910,3,0.102033030489,0.109319827581,0.0449396087582,0.160752580992,0.031561687294,0.161996086669,0.0809176465072,0.141151071198,0.0295926597591,0.137006098884,0.0753282963715,0.097788715787,0.0550296357861,0.0561803706956,0.0646327491204,0.108200817103,0.0102338084706,0.0648097513008,0.0967697096197,0.09162587009,0.0275959343616,0.117533310197,0.0360471784701,0.196777729775,0.082428751465,0.0623202757505,0.019175876356,0.0453261509419,0.0458548751645,0.0315500212353,0.189927497343,0.0774062242969,0.0325075396896,0.148754369108,0.173421610135,0.0685949089008,0.162285486075,0.00893900055795,0.130528870395
741,Joseph Conrad,Nostromo: A Tale of the Seaboard,British,0.296411612859,world war one,1904,1910,1,0.10127933576,0.25659377613,0.0669714960519,0.176179462044,0.0481595377989,0.296411612859,0.152813832327,0.150299155579,0.177421184895,0.198696695085,0.132843511913,0.0470915811103,0.049646924694,0.112072579891,0.0950534048735,0.113503416963,0.014709858056,0.134258032648,0.0912501274413,0.165139897344,0.0144033503597,0.0766568644355,0.106819527522,0.254582638032,0.116338923548,0.0663884435918,0.0474615854696,0.0530382188299,0.0873805811041,0.0731395603883,0.243991923626,0.0228965128756,0.0305107627901,0.204612920738,0.195706012475,0.0433364444915,0.103350649352,0.00564183379049,0.0909294380197
742,Joseph Conrad,A Set of Six,British,0.204682349997,world war one,1908,1910,1,0.0538673455737,0.184243696797,0.0437405180454,0.0663014545069,0.0221808612271,0.204682349997,0.0808028690271,0.0788761841607,0.073724707989,0.172922975871,0.0558750698808,0.0426562438987,0.0357195592191,0.0722654637018,0.0334821206106,0.0537118579175,0.00542459769684,0.0857945900494,0.0556642209462,0.0545518364495,0.0195923159934,0.0327752164664,0.0319681466829,0.0646078107682,0.0370159959385,0.0361790334701,0.028460951119,0.0530888890379,0.0494009788878,0.0622161523952,0.0763982413698,0.0142536570447,0.0276386694842,0.0804516449285,0.0444501673238,0.0507730800755,0.119014544179,0.00755468620012,0.101358035518
743,Joseph Conrad,Under Western Eyes,British,0.15806316503,war,1911,1920,0,0.0458380369156,0.15806316503,0.0382774395421,0.144376420189,0.0287859375008,0.106879623032,0.0883718629465,0.11522297599,0.0964641772145,0.112333462763,0.0680145118332,0.0454799649582,0.0288713882687,0.0768808090381,0.0831209265044,0.0681796611308,0.0096988392384,0.0660544808093,0.118783663563,0.075624635266,0.0207374601626,0.0653558429574,0.0747759128106,0.121897756884,0.0626435004371,0.0444724701483,0.0395465933844,0.0327763437772,0.057269523975,0.0631624661902,0.127874630251,0.0306669523067,0.0356508612513,0.126392300889,0.0882970632728,0.0234333180738,0.0914292098435,0.024391076947,0.0755675473519
744,Joseph Conrad,Amy Foster,British,0.0994991429103,sailor,1901,1910,0,0.0501755235905,0.0804510384179,0.0197136504234,0.0641881422022,0.00885386783063,0.0493499472697,0.0389685264168,0.041505963261,0.0994991429103,0.0420805870624,0.0597094047372,0.0120331471469,0.0516325119289,0.0878360594781,0.0488745076291,0.0464291042138,0.00265541046138,0.0407006358597,0.0426017130462,0.0611029426688,0.000734223208463,0.025025018312,0.0215678913209,0.00692175644159,0.0135733085547,0.0252164256214,0.0167310095286,0.0186676370463,0.0581526915602,0.0274207280785,0.0355859844122,0.00768775289866,0.0132664848554,0.0420023017235,0.00839843203636,0.0153793518926,0.042921655725,0.000796264352905,0.0363640322581
745,Joseph Conrad,Youth,British,0.130537555606,sailor,1898,1900,0,0.00593420182339,0.0532469737738,0.0115597473987,0.0292137582616,0.00308554184287,0.0633923685463,0.0345050492771,0.0264378078441,0.130537555606,0.00879372561246,0.0137598191473,0.00190708668786,0.00557970627924,0.0412007090929,0.0303879658452,0.0117367731652,0.0013937405775,0.0277978132148,0.0365089440697,0.0146435886038,0.00264637916698,0.0255902736587,0.0299381391448,0.00557712534998,0.00957778190151,0.00318065278849,0.0118389503723,0.00703237147884,0.0278434042728,0.0080784704871,0.0343300745832,0.00136362868871,0.00232109117542,0.0275361297029,0.024524430381,0.00581248869958,0.0296823258872,0.00067379700187,0.0211088903365
746,Joseph Conrad,End of the Tether,British,0.240300216183,sailor,1902,1910,0,0.04772154109,0.0944317174893,0.0506735838033,0.13585615828,0.00995486301162,0.0898757245126,0.0688373352347,0.101862338098,0.240300216183,0.0528089711774,0.0447812872011,0.0198810475639,0.0236172713268,0.0962597954299,0.0522657462977,0.0491411034482,0.00539898906028,0.0422914584704,0.0615528461706,0.0503812883556,0.0114465904689,0.018019678099,0.0569167360681,0.0218174950171,0.0228507737021,0.0268979635699,0.017996515701,0.0388268470565,0.0783921476314,0.0477317015004,0.055281599607,0.0125004742591,0.0271128060617,0.101653376192,0.024274658371,0.0238619470405,0.0996140036379,0.00183028257409,0.0362871099162
747,Joseph Conrad,An Outcast of the Islands,British,0.100531049148,family,1896,1900,0,0.0231413984685,0.0814058242419,0.0205422903749,0.100531049148,0.0117360971875,0.0654654399936,0.0507250052543,0.0717968268178,0.0834200426851,0.0355774041445,0.0509120367328,0.0169095184139,0.0217428615232,0.040548959001,0.05333198073,0.0458766899528,0.00754128980934,0.0154412819274,0.0631721199427,0.0501240116326,0.0128959440232,0.0130130353762,0.063005605286,0.0296946342577,0.0295077116354,0.0214629594018,0.0166818702137,0.03734984169,0.0566776229529,0.027534956048,0.0673698424874,0.0169815816621,0.0289974121733,0.06098234331,0.0405158038152,0.0281452204161,0.058347020183,0.0130102164106,0.0390158429454
748,Joseph Conrad,A Personal Record,British,0.270619946431,novel,1908,1910,3,0.0901736454802,0.182244000833,0.0572916265562,0.162311229205,0.0289667604286,0.166889330691,0.104526048164,0.207253253182,0.17243983125,0.140649358666,0.0947543968887,0.243953283264,0.0456527035227,0.112325359608,0.0598245546065,0.0867548403079,0.0109395258108,0.0980798887,0.270619946431,0.0967809251274,0.144169857829,0.100559296046,0.118703222051,0.0995192654185,0.0769059309582,0.0610227547609,0.0337386730794,0.0929664042481,0.121920874406,0.0966732136095,0.134798415292,0.0490970911405,0.0462557557235,0.14308003465,0.102371293899,0.0322583186415,0.125402542311,0.00647902387482,0.185670021049
749,Joseph Conrad,"Almayer's Folly, A Story of an Eastern River",British,0.0656968300553,city,1895,1900,1,0.0250511331318,0.0249868132887,0.0141163451383,0.0430135839628,0.00398687461422,0.0653918929359,0.0340237746065,0.0322671815252,0.0312443448478,0.0246637606992,0.0267258853583,0.00557910547788,0.0128776184653,0.0301486874392,0.0159071090044,0.0427733231279,0.00211794297595,0.0238156506836,0.00788201102052,0.0656968300553,0.00635055902325,0.00623246371659,0.0185648557824,0.0183523066726,0.0132954417158,0.0131128032211,0.014895774068,0.0203692395179,0.006102322053,0.0470838788182,0.0303613213859,0.00588361783409,0.00369320022183,0.0373137434974,0.0334208280684,0.0358237323036,0.0534156436464,0.00121795408732,0.0297115829767
750,Joseph Conrad,Gaspar Ruiz,British,0.166805438244,world war one,1987,3000,1,0.0282254418045,0.099843754024,0.00948749614009,0.0728733215118,0.0258290417583,0.166805438244,0.0684477267182,0.0544947463809,0.0481520205435,0.0661993074518,0.0498800424493,0.010955256179,0.0142650654559,0.0231134213671,0.0120579620982,0.0171808700454,0.00256206944891,0.0273780785136,0.0240312015429,0.0325255192251,0.000935022604534,0.0282170640292,0.0566733941972,0.0657523916694,0.0330157215045,0.017313806435,0.0139045105166,0.0175955982881,0.0268331394159,0.025463697875,0.0734598335827,0.00745585776676,0.0268213250654,0.048213573129,0.062446075851,0.0162252423236,0.0453523266316,0.00138933563048,0.0450201228249
751,Joseph Hergesheimer,"Mountain Blood, A Novel",American,0.126994698173,farm,1915,1920,4,0.126994698173,0.0519145179733,0.0392141478102,0.0636902543416,0.0204797917302,0.0691232783203,0.0293315605762,0.0626935267147,0.0258933930684,0.0403188342773,0.0572199128582,0.00897015420175,0.0137618329639,0.0667775049461,0.0244464707315,0.0708309602102,0.0122699856393,0.0296561393117,0.0141222087079,0.0584981040705,0.00803641274547,0.0197294189401,0.0380269095012,0.0140559256599,0.0183634634417,0.0652186825731,0.0369878588288,0.0415954754699,0.0178746600254,0.0192111612375,0.0442943392074,0.0159168105357,0.0325121401442,0.076790588653,0.00808066373502,0.0728718772088,0.0864294889547,0.0451460206959,0.0572814570855
752,Joseph Hergesheimer,Wild Oranges,American,0.143634873548,sailor,1918,1920,1,0.0329436049541,0.0412078994137,0.0962349961413,0.0559375881613,0.00935790401417,0.0570594845922,0.0237245684971,0.0428205445439,0.143634873548,0.0240120270707,0.0258005242178,0.00953820334676,0.0220056932254,0.0456712509841,0.0263755423479,0.0331738723889,0.00743330550992,0.0258990979476,0.0198873664399,0.0284665829579,0.00837688165838,0.0109541632951,0.018368577494,0.0124089573586,0.0226043028314,0.0263960878754,0.0251095022638,0.0456099980492,0.0399000589318,0.0177213925108,0.0176664561025,0.0105235259598,0.00534453932614,0.0427272753604,0.0080888966735,0.0306744769936,0.0384995324708,0.0361112459265,0.0525849919077
