,date,title
1350,[0],The Postmaster
1351,[0],The Last of the Foresters
1352,[1900],The Girl at the Halfway House
1353,[0],The Whistling Mother
1354,[0],The Winning of Barbara Worth
1355,[0],Bits About Home Matters
1356,[0],Sorry: Wrong Dimension
1357,[0],Quotes and Images From The Works of John Galsworthy
1358,[0],"The Early Short Fiction of Edith Wharton, Part 1 (of 10)"
1359,[1893],Coffee and Repartee
1360,[0],"Sandra Belloni by George Meredith, v5"
1361,[0],"Clara Vaughan, Volume III (of III)"
1362,[0],Right End Emerson
1363,[0],Berenice
1364,[0],Van Bibber and Others
1365,[0],John Bull on the Guadalquivir
1366,[1920],Main Street
1367,[0],"Rhoda Fleming, Complete"
1368,[0],The Master of the Shell
1369,[0],Scarhaven Keep
1370,[0],Three Weeks
1371,[1922],Rosinante to the Road Again
1372,[0],Mrs Albert Grundy--Observations in Philistia
1373,[0],Red Fleece
1374,[1853],"Hypatia, or, New Foes with an Old Face"
1375,[0],The Big Trip Up Yonder
1376,[0],A People's Man
1377,[0],Pamela (Vol. II.)
1378,[0],The True George Washington [10th Ed.]
1379,[1935],Jewels of Gwahlur
1380,[0],Red Money
1381,[0],Hurricane Island
1382,[0],"My Mark Twain, From ""Literary Friends And Acquaintances"""
1383,[1880],Jack and Jill
1384,[0],A Red Wallflower
1385,[1907],His Own People
1386,[0],The Trumpeter Swan
1387,[1896],"The Wound Dresser, A Series of Letters Written from the Hospitals in Washington, during the War of the Rebellion"
1388,[0],Mosses from an Old Manse and Other Stories
1389,[0],"Thackerayana, Notes and Anecdotes"
1390,[1877],The Barton Experiment
1391,[0],"The Parisians, Book 8."
1392,[1904],"When Wilderness Was King, A Tale of the Illinois Country"
1393,[0],The Lifted Bandage
1394,[0],"More Cargoes, 1897"
1395,[1838],"Alice, or The Mysteries, Complete"
1396,[0],"The Project Gutenberg Works of Joseph Conrad, An Index"
1397,[0],Concerning Belinda
1398,[0],"The Haunting of Low Fennel, The Haunting of Low Fennel--The Valley of the Just--The Blue Monkey--The Riddle of Ragstaff--The Master of Hollow Grange--The Curse of a Thousand Kisses--The Turquoise Necklace"
1399,[1913],"The Tenth Man, A Tragic Comedy in Three Acts"
1400,[0],"Suspended Judgments, Essays on Books and Sensations"
1401,[1907],Our Little Arabian Cousin
1402,[0],Story of Chester Lawrence
1403,[0],In Jeopardy
1404,"[January 5, 2016]",The Highest Treason
1405,[0],Marjorie's Vacation
1406,[0],"The Sins of the Children, A Novel"
1407,[0],Mont-Saint-Michel and Chartres
1408,[0],The Holes Around Mars
1409,[0],"The Young Ranchers, or Fighting the Sioux"
1410,[0],Crescent and Iron Cross
1411,[1878],Red Eagle and the Wars With the Creek Indians of Alabama.
1412,[1899],Elsie in the South
1413,[0],"American Literary Centers, From ""Literature and Life"""
1414,[0],A Parody Anthology
1415,[1842],Percival Keene
1416,[0],Planet of Dread
1417,[1916],"Amores, Poems"
1418,[0],Monsieur Violet
1419,[0],"Floor Games; a companion volume to ""Little Wars"""
1420,[0],Behind the Line
1421,[0],Love Eternal
1422,[1906],"The $30,000 Bequest and Other Stories"
1423,[0],"Jennie Gerhardt, A Novel"
1424,[0],The Tin Soldier
1425,[0],My Fair Planet
1426,[0],An English Girl's First Impressions of Burmah
1427,[0],"The Sheriffs Bluff, 1908"
1428,[0],The Mark of Cain
1429,[0],"Our Androcentric Culture, or The Man Made World"
1430,[1899],The Awakening and Selected Short Stories
1431,[0],The Men in the Walls
1432,[0],Red Nails
1433,[0],"Love Me Little, Love Me Long"
1434,[1898],An Almanac of Twelve Sports
1435,[0],The Great Discovery
1436,[0],David
1437,[1887],Imaginary Portraits
1438,[1713],"An Answer to a Question that Nobody thinks of, viz., But what if the Queen should Die?"
1439,[0],Olla Podrida
1440,"[October 26, 1911]","Zuleika Dobson, or, An Oxford Love Story"
1441,[0],Bad Hugh
1442,[0],The Lost Trail
1443,[0],The Adventures of Akbar
1444,[0],"Four Great Americans: Washington, Franklin, Webster, Lincoln, A Book for Young Americans"
1445,[1798],Memoirs of the Author of a Vindication of the Rights of Woman
1446,[0],"Camp Venture, A Story of the Virginia Mountains"
1447,[1917],"One Day More, A Play In One Act"
1448,[1852],Pierre; or The Ambiguities
1449,[0],"Fighting with French, A Tale of the New Army, Release Date: June 01, 2013 [EBook #39801], Language: English, Character set encoding: UTF-8"
1450,[1922],Kari the Elephant
1451,[1919],"A Man for the Ages, A Story of the Builders of Democracy"
1452,[0],The Mischief Maker
1453,[March 1989],The Saracen: Land of the Infidel
1454,[0],"The Continental Dragoon, A Love Story of Philipse Manor-House in 1778"
1455,[0],"Boy Life, Stories and Readings Selected From The Works of William Dean Howells"
1456,[0],Games
1457,[0],The Man Who Knew
1458,[0],Patty in Paris
1459,[0],Grey Roses
1460,[0],The Delegate from Venus
1461,[0],Captain John Smith
1462,[0],The Swindler and Other Stories
1463,[0],The Come Back
1464,[1918],"""The Pomp of Yesterday"""
1465,[0],Signing the Contract and What it Cost
1466,[0],That Affair Next Door
1467,[0],The Monster
1468,[0],"The Caxtons, Part 16"
1469,[0],"The Life of Cicero, Volume II"
1470,[0],English Lands Letters and Kings: From Elizabeth to Anne
1471,[1888],Wessex Tales
1472,[0],"Captain Kyd, Vol. II, or, The Wizard of the Sea"
1473,[0],Abroad with the Jimmies
1474,[0],Frances Waldeaux
1475,[0],"Bosambo of the River, Release Date: August 08, 2015 [EBook #49657], Language: English, Character set encoding: UTF-8"
1476,[0],The Reckoning
1477,[0],"The Project Gutenberg Plays of John Galsworthy, Complete"
1478,[0],"The Standard Household-Effect Company, From ""Literature and Life"""
1479,[0],"De Turkey and De Law, A Comedy in Three Acts"
1480,[0],"The History of the Confederate War, Its Causes and Its Conduct, Volume II (of 2), A Narrative and Critical History"
1481,[0],"Tristram of Blent, An Episode in the Story of an Ancient House"
1482,[0],"Preston Fight, or, The Insurrection of 1715"
1483,[0],Simon Dale
1484,[0],Space Prison
1485,[0],None Other Gods
1486,[0],The Strange Cases of Dr. Stanchon
1487,[0],Sanders of the River
1488,[0],In the Heart of the Christmas Pines
1489,[0],The Bondwoman
1490,[0],The Man In The Reservoir
1491,[0],The Human Drift
1492,[0],"The Manxman, A Novel - 1895"
1493,[0],The Long Remembered Thunder
1494,[0],"Kenelm Chillingly, Book 1."
1495,[0],"Love And Freindship And Other Early Works, (Love And Friendship) A collection of juvenile writings"
1496,[0],And Thus He Came
1497,[0],The Governors
1498,[0],Bride of the Mistletoe
1499,[1902],Typhoon
1500,[1902],Castle Craneycrow
1501,[0],"Complete Prose Works, Specimen Days and Collect, November Boughs and Goodbye My Fancy"
1502,[0],"Ghosts and Family Legends, A Volume for Christmas"
1503,[1922],"A Tree with a Bird in it:, a symposium of contemporary american poets on being shown, a pear-tree on which sat a grackle"
1504,[0],The Seafarers
1505,[0],"Godolphin, Volume 4."
1506,[0],"The Million Dollar Mystery, Novelized from the Scenario of F. Lonergan"
1507,[0],Dear Enemy
1508,[1913],"Rada, A Drama of War in One Act"
1509,[0],The Beasts in the Void
1510,[0],The Listeners and Other Poems
1511,[1894],The Green Carnation
1512,[0],Blacksheep! Blacksheep!
1513,[0],The Hour of Battle
1514,[1892],"The Life of John Taylor, Third President of the Church of Jesus Christ of Latter-day Saints"
1515,[0],"A House-Party, Don Gesualdo and A Rainy June"
1516,[0],A Fortnight of Folly
1517,[0],"Imogen, A Pastoral Romance"
1518,"[December 20, 1845]","The Cricket on the Hearth, A Fairy Tale of Home"
1519,[0],"Steel, The Diary of a Furnace Worker"
1520,[0],The Great Cattle Trail
1521,[0],"Collected Poems 1901-1918 in Two Volumes, Volume I"
1522,[1895],The Paying Guest
1523,[1900],Greybeards at Play
1524,[0],The Little Brown Jug at Kildare
1525,[0],"A Jacobite Exile, Being the Adventures of a Young Englishman in the Service of Charles the Twelfth of Sweden"
1526,[0],"Cape Cod Ballads, and Other Verse"
1527,[June 1906],"Love Among the Chickens, A Story of the Haps and Mishaps on an English Chicken Farm"
1528,[1914],An Englishman Looks at the World
1529,[0],Quill's Window
1530,[0],Commodore Paul Jones
1531,[0],Songs and Satires
1532,[0],Starved Rock
1533,[0],"A Wodehouse Miscellany, Articles & Stories"
1534,[0],"The Sea Lions, The Lost Sealers"
1535,[0],"Beauchamps Career, v6"
1536,[0],The Girl at Central
1537,[0],A New Voyage Round the World by a Course Never Sailed Before
1538,[1896],"Rick Dale, A Story of the Northwest Coast"
1539,[0],The Lighted Way
1540,[0],"Athens: Its Rise and Fall, Book I"
1541,[0],"Caleb Williams, Things As They Are"
1542,[0],The Long Shadow
1543,[0],The Voice of the Pack
1544,[0],Wild Bill's Last Trail
1545,[0],"Kobo, A Story of the Russo-Japanese War, Release Date: November 30, 2013 [EBook #44316], Language: English, Character set encoding: UTF-8"
1546,[0],Prospector's Special
1547,[0],"Karl Krinken, His Christmas Stocking"
1548,[0],The False Faces
1549,[1837],"Henrietta Temple, A Love Story"
1550,[1948],"The Circle, A Comedy in Three Acts"
1551,[1921],"The Romance of His Life, And Other Romances"
1552,[0],"The Grain Of Dust, A Novel"
1553,[0],The Legend of the Bleeding-heart
1554,[0],Nona Vincent
1555,[0],"Missy, A Novel"
1556,[0],Second Childhood
1557,[0],Sanitary and Social Lectures and Essays
1558,[0],May Flowers
1559,[1873],The New Magdalen
1560,[0],The Firing Line
1561,[1918],A Diary Without Dates
1562,[0],The Old Stone House and Other Stories
1563,[0],"Andersonville, Volume 2"
1564,[0],"The Fortunes of Philippa, A School Story"
1565,[0],Break a Leg
1566,[0],The Dorrance Domain
1567,[0],Where the Sun Swings North
1568,[1891],"Tess of the d'Urbervilles, A Pure Woman"
1569,[0],The Eldest Son (Second Series Plays)
1570,[0],"What Will He Do With It, Book 3."
1571,[0],Phemie Frost's Experiences
1572,[0],"Diana of the Crossways, v1"
1573,[0],"The Disowned, Volume 2."
1574,[0],Frivolous Cupid
1575,[0],Let'em Breathe Space
1576,[0],Tom Brown at Rugby
1577,[0],"Dave Porter in the Gold Fields, The Search for the Landslide Mine"
1578,[0],Meeting of the Minds
1579,[0],In the Cage
1580,[0],"The Young Explorer, or, Claiming His Fortune"
1581,[0],"Narrative And Miscellaneous Papers, Vol. I."
1582,[0],"P'laski's Tunament, 1891"
1583,[0],"Through the Sikh War, A Tale of the Conquest of the Punjaub, Release Date: January 11, 2017 [EBook #53717], Language: English, Character set encoding: UTF-8"
1584,[1914],Little Wizard Stories of Oz
1585,[0],The Perfect Tribute
1586,[1871],Lady Susan
1587,[0],"The Complete Works of Nathaniel Hawthorne, Appendix to Volume XII: Tales, Sketches, and other Papers by Nathaniel Hawthorne with a Biographical Sketch by George Parsons Lathrop, Biographical Sketch of Nathaniel Hawthorne"
1588,[1921],Humorous Ghost Stories
1589,[1901],Over the Plum Pudding
1590,[0],"Dreams, From a volume entitled ""Idle Thoughts of an Idle Fellow"""
1591,[0],Kenny
1592,[0],The Fire and the Sword
1593,[0],"Sturdy and Strong, How George Andrews Made His Way"
1594,[0],The Man from Time
1595,[0],Health and Education
1596,[1919],Free Air
1597,[0],Juju
1598,[0],"Holiday Romance, In Four Parts"
1599,[0],Castles and Cave Dwellings of Europe
1600,[0],The Cruise of the Dazzler
1601,[0],"The Celt and Saxon, v1"
1602,[0],"Our Old Home, Vol. 2, Annotated with Passages from the Author's Notebook"
1603,[0],His Family
1604,[0],The Riverman
1605,[1888],Madame Midas
1606,[1934],The People of the Black Circle
1607,[0],"The Parisians, Book 5."
1608,[0],The Heart of Princess Osra
1609,[0],"The Parisians, Book 7."
1610,[0],England
1611,[0],Two Prisoners
1612,[1888],"John Ward, Preacher"
1613,[0],The Land Of Little Rain
1614,[0],A Lost Leader
1615,[1882],Two on a Tower
1616,[0],A Pioneer Mother
1617,[0],"Deserted, 1898"
1618,[0],The Battle Ground
1619,[1901],The Shadow of a Man
1620,[0],Tales of the Fish Patrol
1621,[0],Young Blood
1622,[0],"Esther, A Book for Girls"
1623,[0],The Garden of Eden
1624,[0],"What Will He Do With It, Book 1."
1625,[0],"Harold, Book 5., The Last Of The Saxon Kings"
1626,[0],"Lost Sir Massingberd, v. 1/2, A Romance of Real Life"
1627,[0],A Fortunate Term
1628,[0],"Love Letters of Nathaniel Hawthorne, Volume I (of 2)"
1629,[0],"The Hope of the Katzekopfs, or, The Sorrows of Selfishness. A Fairy Tale"
1630,[1897],With Moore at Corunna
1631,[1919],Peace in Friendship Village
1632,[0],"The Daffodil Fields, Release Date: November 23, 2012 [EBook #41466], Language: English, Character set encoding: UTF-8"
1633,[0],The Bronze Bell
1634,[0],The Queen of Sheba & My Cousin the Colonel
1635,[0],"The Great Lakes, The Vessels That Plough Them: Their Owners, Their Sailors,, and Their Cargoes"
1636,[1922],Yollop
1637,[1912],"Penelope, A Comedy in Three Acts"
1638,[0],Finished
1639,[0],"Nelly's Silver Mine, A Story of Colorado Life"
1640,[1905],"Four in Camp, A Story of Summer Adventures in the New Hampshire Woods"
1641,[0],Notes of a War Correspondent
1642,[0],Fashion and Famine
1643,[0],"For The White Christ, A Story of the Days of Charlemagne, Release Date: February 08, 2013 [EBook #42050], Language: English, Character set encoding: UTF-8"
1644,[1839],The Life And Adventures Of Nicholas Nickleby
1645,[0],Oonomoo the Huron
1646,[0],"Horace Walpole and his World, Select passages from his Letters"
1647,[0],My Robin
1648,[0],Real Soldiers of Fortune
1649,[1899],"Fighting in Cuban Waters, or, Under Schley on the Brooklyn"
1650,[1836],Mr. Midshipman Easy
1651,[1879],Old Friends and New
1652,[0],Master of the Moondog
1653,[0],"Woven with the Ship, A Novel of 1865"
1654,[1876],The Prime Minister
1655,[0],Blue-grass and Broadway
1656,[0],Miss Mackenzie
1657,[1912],A Son of the Middle Border
1658,[0],Third Planet
1659,"[August 18, 2016]",Four Weird Tales
1660,[1881],Marion Fay
1661,[0],Beatrice
1662,[0],"The Politeness of Princes, And Other School Stories"
1663,[0],Little Daffydowndilly
1664,[1899],The Orange Girl
1665,[0],Steve Yeager
1666,[1899],The Last Boer War
1667,[0],"Two Days' Solitary Imprisonment, 1898"
1668,[1955],World of the Drone
1669,[0],"Brooke's Daughter, A Novel"
1670,[0],The Green Rust
1671,[0],"Writ in Barracks, Release Date: August 08, 2015 [EBook #49658], Language: English, Character set encoding: UTF-8"
1672,[0],Greatheart
1673,[0],The Book of the Damned
1674,[0],The Curved Blades
1675,[0],Who Goes There!
1676,[0],The Vanished Messenger
1677,[1916],"The Magnificent Adventure, Being the Story of the World's Greatest Exploration and, the Romance of a Very Gallant Gentleman"
1678,[0],"Ridgway of Montana, (Story of To-Day, in Which the Hero Is Also the Villain)"
1679,[0],The Red Window
1680,[0],"My Father, the Cat"
1681,[1914],When William Came
1682,[0],The Wiving of Lance Cleaverage
1683,[0],"A Hazard of New Fortunes, Part Third"
1684,[0],Aunt Jimmy's Will
1685,[0],"The Portrait of a Lady, Volume 2 (of 2)"
1686,[0],Mr. Grex of Monte Carlo
1687,[1846],"The Old Manse (From ""Mosses From An Old Manse"")"
1688,[0],Berry And Co.
1689,[0],"My Mamie Rose, The Story of My Regeneration, Release Date: May 29, 2014 [EBook #45684], Language: English, Character set encoding: UTF-8"
1690,[1902],"Blazed Trail Stories, and Stories of the Wild Life"
1691,[0],"The Lands of the Saracen, Pictures of Palestine, Asia Minor, Sicily, and Spain"
1692,[1907],"The Genial Idiot, His Views and Reviews"
1693,"[March 2, 1861]",The Parson's Daughter of Oxney Colne
1694,[0],"Joseph Smith the Prophet-Teacher, A Discourse"
1695,[0],Space Tug
1696,[0],The Wicked Marquis
1697,[0],The Hive
1698,[0],Judith
1699,[0],"Ben, the Luggage Boy;, or, Among the Wharves"
1700,"[December 31, 1883]",An Autobiography
1701,[0],Literary Copyright
1702,[0],Once Upon A Time
1703,[1906],Puck of Pook's Hill
1704,[1933],Jimgrim and Allah's Peace
1705,[0],The Ranchman
1706,[0],Tracy Park
1707,[0],"The Mysteries of London, v. 4/4, Volume II, Second Series"
1708,[1922],A Virginia Scout
1709,[0],"Falkland, Book 2."
1710,[0],"Passages From the French and Italian Notebooks, Volume 2"
1711,[1905],The Call of the Blood
1712,[0],They and I
1713,[0],The Alternative
1714,[0],The Wooden Horse
1715,[0],"An Echo Of Antietam, 1898"
1716,[0],Gone to Earth
1717,[0],Where the World is Quiet
1718,[0],The Eyes of the World
1719,[0],A Hitch in Space
1720,[0],"Peru in the Guano Age, Being a Short Account of a Recent Visit to the Guano, Deposits With Some Reflections on the Money They Have, Produced and the Uses to Which it has Been Applied"
1721,[0],The Case of General Opel
1722,[1912],Fathers of Men
1723,[0],The Infernal Marriage
1724,[0],Jim Davis
1725,[1903],The Pit
1726,[0],Novel Notes
1727,[0],"Coming Home, 1916"
1728,[1850],"Alton Locke, Tailor And Poet"
1729,[0],The Girls From Earth
1730,[1904],My Lady of the North
1731,[1870],Lothair
1732,[0],Alice of Old Vincennes
1733,[0],"The Autobiography of a Play, Papers on Play-Making, II"
1734,[0],The Intrusions of Peggy
1735,"[November 1, 1992]","Hacker Crackdown, Law and Disorder on the Electronic Frontier"
1736,[0],The Measure of a Man
1737,[0],The End of Time
1738,[0],"The Adventures of Harry Richmond, v2"
1739,[1927],The Outlaw of Torn
1740,[0],"The Old Dominion, Release Date: February 14, 2015 [EBook #48258], Language: English, Character set encoding: UTF-8"
1741,"[April 1, 1857]",The Confidence-Man
1742,[1919],Miss Maitland Private Secretary
1743,[June 1905],The Game
1744,[0],The Love Sonnets of a Car Conductor
1745,[0],"The Soul of Nicholas Snyders, Or, The Miser Of Zandam"
1746,[0],A Monk of Cruta
1747,[1881],Ayala's Angel
1748,[1963],Captives of the Flame
1749,[0],"The Spenders, A Tale of the Third Generation"
1750,[February 1921],Tarzan the Terrible
1751,[1864],Can You Forgive Her?
1752,[1884],True and Other Stories
1753,[0],Tubal Cain
1754,[1920],A Poor Wise Man
1755,[0],Ensign Knightley and Other Stories
1756,[0],The Story of the Gadsby
1757,[0],"Kenelm Chillingly, Book 3."
1758,[0],The Brimming Cup
1759,[1920],A Bachelor Husband
1760,[0],"Florence On A Certain Night, And Other Poems"
1761,[0],Two Little Women
1762,[0],"A Soldier's Daughter, And Other Stories"
1763,[0],"The Lost Hunter, A Tale of Early Times"
1764,[0],The Dark Goddess
1765,[0],Three More John Silence Stories
1766,[0],Gone Fishing
1767,[1960],Storm Over Warlock
1768,[0],"Ernest Linwood, or, The Inner Life of the Author"
1769,[0],"Athens: Its Rise and Fall, Book III"
1770,[1834],The Pacha of Many Tales
1771,[0],Lourdes
1772,[0],Cicely and Other Stories
1773,[0],"""A Soldier Of The Empire"", 1891"
1774,[0],He's Coming To-Morrow
1775,"[September 15, 2010]","Enoch Soames, A Memory of the Eighteen-nineties"
1776,[0],"Harold, Book 9., The Last Of The Saxon Kings"
1777,[1907],A Critical Examination of Socialism
1778,[0],"Tenting To-night, A Chronicle of Sport and Adventure in Glacier Park and the, Cascade Mountains"
1779,[0],"Checklist, A complete, cumulative Checklist of lesbian, variant and, homosexual fiction, in English or available in English, translation, with supplements of related material, for the, use of collectors, students and librarians"
1780,[1872],"Septimius Felton, or, The Elixir of Life"
1781,[1893],The Odd Women
1782,[1906],"Silas Strong, Emperor of the Woods"
1783,[0],Victory
1784,[0],Victory out of Ruin
1785,[1697],An Essay upon Projects
1786,[0],The Soul of the War
1787,[0],The Changeling
1788,[1910],The New Boy at Hilltop
1789,[0],The Flute of the Gods
1790,[0],"A History of Germany, From the Earliest Times to the Present Day"
1791,[1720],"The Life, Adventures and Piracies of the Famous Captain Singleton"
1792,[1912],The Prelude to Adventure
1793,[0],"Added Upon, A Story"
1794,[0],"Six Short Plays, Complete"
1795,[1865],The Belton Estate
1796,[0],"A Valiant Ignorance; vol. 2 of 3, A Novel in Three Volumes"
1797,[0],That Fortune
1798,[0],"Corianton, A Nephite Story"
1799,[1866],Travelling Sketches.
1800,[0],Audrey
1801,[0],Beginners Luck
1802,[0],Wee Wifie
1803,[0],"A Strange Story, Volume 4."
1804,[0],"The Caxtons, Part 14"
1805,[0],The Claim Jumpers
1806,[0],Some Eccentrics & a Woman
1807,[0],"The Prodigal Son, Release Date: May 13, 2016 [EBook #51950], Language: English, Character set encoding: UTF-8"
1808,[0],"Samba, A Story of the Rubber Slaves of the Congo"
1809,[1888],"The Truth About Tristrem Varick, A Novel"
1810,[1899],To Have and To Hold
1811,[0],The Conflict
1812,[0],The Young Guard
1813,[0],The Philistines
1814,[0],The Builders
1815,[0],Precaution
1816,[0],The Iron Trail
1817,[0],"The Duke in the Suburbs, Release Date: August 12, 2015 [EBook #49694], Language: English, Character set encoding: UTF-8"
1818,[0],Name Your Symptom
1819,[0],"A Life Sentence, A Novel"
1820,[0],The Story of a Life
1821,[0],Man of Many Minds
1822,[0],"Memoirs Of Fanny Hill, A New and Genuine Edition from the Original Text (London, 1749)"
1823,[0],"Andersonville, Volume 3"
1824,[0],The Main Chance
1825,[0],"Sunday at Home (From ""Twice Told Tales"")"
1826,[0],"The Choice, 1916"
1827,[1901],Dot and Tot of Merryland
1828,[0],Wayside Courtships
1829,[0],Deerfoot in The Mountains
1830,[0],The Cost
1831,[0],Watch the Sky
1832,[0],The Governor of England
1833,[1877],A Rivermouth Romance
1834,[0],Mr. Opp
1835,[0],"By the World Forgot, A Double Romance of the East and West, Release Date: August 16, 2014 [EBook #46600], Language: English, Character set encoding: UTF-8"
1836,[0],Dorothy Vernon of Haddon Hall
1837,[1872],The Golden Lion of Granpere
1838,[0],The Aztec Treasure-House
1839,[1876],"Silver Pitchers: and Independence, A Centennial Love Story"
1840,[0],The Moonlit Way
1841,[1895],A House-Boat on the Styx
1842,[0],The Martian Cabal
1843,[0],Talks on Teaching Literature
1844,[0],What She Could
1845,[0],"Evan Harrington, v1"
1846,[1900],"On the Pampas, or, The Young Settlers"
1847,[1850],"The Great Stone Face, And Other Tales Of The White Mountains"
1848,[0],Wyandotte
1849,[0],Louisiana
1850,[0],"Bred In The Bone, 1908"
1851,[0],Skin Game
1852,[0],A Little Girl in Old Salem
1853,[1850],"The Wide, Wide World"
1854,[0],"Seventeen, A Tale Of Youth And Summer Time And The Baxter Family Especially William"
1855,[0],"Lord Ormont and his Aminta, v1"
1856,[0],Witch-Burning
1857,"[March 30, 1847]",Omoo: Adventures in the South Seas
1858,[0],"The Blossoms of Morality, Intended for the Amusement and Instruction of Young Ladies and Gentlemen"
1859,[0],"The Country Beyond, A Romance of the Wilderness"
1860,[0],Rosemary
1861,[0],Cabin Fever
1862,[0],The Golden Butterfly
1863,[1921],Alias The Lone Wolf
1864,[0],Ned Myers
1865,[0],The Memory of Mars
1866,[0],The Great Dome on Mercury
1867,[0],The Golden House
1868,[1920],Half Portions
1869,[0],Mollie and the Unwiseman
1870,[0],"A Fleet in Being, Notes of Two Trips With The Channel Squadron"
1871,[0],Foes
1872,[0],Tomlinsoniana
1873,[0],#NAME?
1874,[1898],The History of the Life of the Late Mr. Jonathan Wild the Great
1875,[0],"An Appeal to Honour and Justice, Though It Be of His Worst Enemies., Being A True Account of His Conduct in Public Affairs"
1876,[0],The Deep Lake Mystery
1877,[0],Michael
1878,[0],The Eagle's Heart
1879,[0],Many Kingdoms
1880,[0],"The Long Run, 1916"
1881,[0],"Some Anomalies of the Short Story, From ""Literature and Life"""
1882,[0],"Some Imagist Poets, An Anthology"
1883,[0],Wolfville Days
1884,[0],The Pigeon (Third Series Plays)
1885,[0],A Likely Story
1886,[0],Man Size
1887,[1911],The Young Pitcher
1888,[1972],The Good Neighbors
1889,[0],"Pelham, Volume 4."
1890,[1887],For Faith and Freedom
1891,[0],"The Lovers Assistant, or, New Art of Love"
1892,[0],Richard Vandermarck
1893,[0],The Title Market
1894,[0],The Market-Place
1895,[0],The Phantom of the River
1896,[1898],Phases of an Inferior Planet
1897,[0],Miss Mink's Soldier and Other Stories
1898,[0],"The Life of Marie de Medicis, Vol. 1 (of 3)"
1899,[0],The Gold Bag
1900,[0],"The President, A novel"
1901,[0],"The Sword of Damocles, A Story of New York Life"
1902,[0],Little Novels
1903,[0],"Little Annie's Ramble (From ""Twice Told Tales"")"
1904,[1903],"Philosophy 4, A Story of Harvard University"
1905,[0],Outlines of Ecclesiastical History
1906,[1902],A Double Barrelled Detective Story
1907,[December 1934],A Witch Shall Be Born
1908,[0],"Godolphin, Volume 6."
1909,[1870],The Vicar of Bullhampton
1910,[0],"The Goddess of Reason, A Drama in Five Acts"
1911,[0],Sight Unseen
1912,[0],Man of Distinction
1913,[1908],"Prisoners of Chance, The Story of What Befell Geoffrey Benteen, Borderman,, through His Love for a Lady of France"
1914,[0],"Eugene Aram, Book 2."
1915,[0],A Chautauqua Idyl
1916,[0],"The Prose Works of Jonathan Swift, D. D., Volume IX;, Contributions to The Tatler, The Examiner, The Spectator,, and The Intelligencer"
1917,[1910],Tales Of Men And Ghosts
1918,[1901],American Fairy Tales
1919,[0],"Women as World Builders, Studies in Modern Feminism"
1920,[1894],"The Splendid Idle Forties, Stories of Old California"
1921,[0],"Henry Ford's Own Story, How a Farmer Boy Rose to the Power that goes with Many, Millions Yet Never Lost Touch with Humanity"
1922,[0],Police!!!
1923,[0],Rose O'Paradise
1924,[0],The Valley of Decision
1925,[0],The Treasure
1926,[0],Going into Society
1927,[0],"Nabul, Our Little Egyptian Cousin"
1928,[0],The Patriotic Poems of Walt Whitman
1929,[0],"Jimsy, The Christmas Kid"
1930,[0],The Treasure-Train
1931,[0],"The Caxtons, Part 13"
1932,[0],"Athens: Its Rise and Fall, Complete"
1933,[1890],"One of Our Conquerors, Complete"
1934,[1906],"Dave Porter in the South Seas, or, The Strange Cruise of the Stormy Petrel"
1935,[0],"Clara Vaughan, Volume I (of III)"
1936,[0],"The Last Of The Barons, Volume 8."
1937,[0],"The Long Hillside, A Christmas Hare-Hunt In Old Virginia, 1908"
1938,[0],The Leicestershires beyond Baghdad
1939,[1922],Kabumpo in Oz
1940,[0],Antonina
1941,[0],"How The Raven Died, 1902, From ""Wolfville Nights"""
1942,[1896],"The Landlord at Lion's Head, Volume 1"
1943,[0],The Door into Infinity
1944,[0],The Man Who Could Not Lose
1945,[0],One Man in His Time
1946,[0],Patty's Summer Days
1947,[0],"To Alaska for Gold, The Fortune Hunters of the Yukon"
1948,[0],English Lands Letters and Kings: The Later Georges to Victoria
1949,[0],"Po-No-Kah, An Indian Tale of Long Ago"
1950,[1911],"The Money Moon, A Romance"
1951,[0],"Manners, Vol 2 of 3, A Novel"
1952,[0],Shock Treatment
1953,[0],"The Works of Edgar Allan Poe, Volume 4 (of 5) of the Raven Edition"
1954,[1869],The Story of a Bad Boy
1955,[0],Charles Dickens' Children Stories
1956,[1906],"Benita, An African Romance"
1957,[1831],"Thoughts on Man, His Nature, Productions and Discoveries, Interspersed with, Some Particulars Respecting the Author"
1958,[0],"The Trail of the Hawk, A Comedy of the Seriousness of Life"
1959,[1919],The Gibson Upright
1960,[0],Moods
1961,[0],Believe You Me!
1962,[0],The Other Now
1963,[0],The Vilbar Party
1964,[0],The Desire of the Moth; and The Come On
1965,[0],Demos
1966,[0],The Everlasting Arms
1967,[0],"The Adventures of Harry Richmond, v1"
1968,[0],"The Forged Note, A Romance of the Darker Races"
1969,[0],Our Little English Cousin
1970,[0],"Alice in Wonderland, A Dramatization of Lewis Carroll's ""Alice's Adventures in, Wonderland"" and ""Through the Looking Glass"""
1971,[1881],A Laodicean
1972,[1908],"The Yellow God, An Idol of Africa"
1973,[0],"The Three Black Pennys, A Novel"
1974,[0],"The Black Star, A Detective Story"
1975,[0],"Beneath an Umbrella (From ""Twice Told Tales"")"
1976,[1872],Miss or Mrs.?
1977,[0],Midnight
1978,[0],"Uncle Tom's Cabin, Young Folks' Edition"
1979,[0],Saturday's Child
1980,[1909],Seven English Cities
1981,[0],"What Will He Do With It, Book 8."
